SP_ORG_Items 0.11 CP-B.6 — Static Validation
TOTAL=501 PASS=501 FAIL=0
[PASS] CALL RESOLVE escapeStructuredText
[PASS] CALL RESOLVE executeApplicationPlan
[PASS] CALL RESOLVE executeContentOperation
[PASS] CALL RESOLVE executeDraftApplication
[PASS] CALL RESOLVE executeEquipmentClear
[PASS] CALL RESOLVE executeSavedKitApplication
[PASS] CALL RESOLVE executeUITransferCommand
[PASS] CALL RESOLVE filterCatalog
[PASS] CALL RESOLVE findLeakedTestKits
[PASS] CALL RESOLVE generateItemKitId
[PASS] CALL RESOLVE getApplicationStatus
[PASS] CALL RESOLVE getBuildInfo
[PASS] CALL RESOLVE getCatalog
[PASS] CALL RESOLVE getCatalogCategories
[PASS] CALL RESOLVE getCatalogStatus
[PASS] CALL RESOLVE getContainerCapacityMetrics
[PASS] CALL RESOLVE getDelivery0_10TestContract
[PASS] CALL RESOLVE getDraftApplicationSource
[PASS] CALL RESOLVE getDraftState
[PASS] CALL RESOLVE getEntryUnitMass
[PASS] CALL RESOLVE getKit
[PASS] CALL RESOLVE getLoadoutFingerprint
[PASS] CALL RESOLVE getMutableContentFingerprint
[PASS] CALL RESOLVE getRepositoryKeys
[PASS] CALL RESOLVE getRepositoryStatus
[PASS] CALL RESOLVE getResponsiveCatalogLabels
[PASS] CALL RESOLVE getRuntimeStatus
[PASS] CALL RESOLVE getSavedKitApplicationSource
[PASS] CALL RESOLVE getUICatalogWindow
[PASS] CALL RESOLVE getUIFeedbackPalette
[PASS] CALL RESOLVE getUIMovementSoundProfile
[PASS] CALL RESOLVE getUIPhysicalReadiness
[PASS] CALL RESOLVE getUIState
[PASS] CALL RESOLVE handleDraftQuantityKeyDown
[PASS] CALL RESOLVE handleDraftRowAction
[PASS] CALL RESOLVE handleUIDragEvent
[PASS] CALL RESOLVE handleUIEvent
[PASS] CALL RESOLVE handleUIKeyDown
[PASS] CALL RESOLVE handleUITransferToDraft
[PASS] CALL RESOLVE incrementDraftEntry
[PASS] CALL RESOLVE initialize
[PASS] CALL RESOLVE injectTestStoragePayload
[PASS] CALL RESOLVE installTestActions
[PASS] CALL RESOLVE invalidateCatalogCache
[PASS] CALL RESOLVE isValidItemKitId
[PASS] CALL RESOLVE listKits
[PASS] CALL RESOLVE loadDraftFromKit
[PASS] CALL RESOLVE loadStorage
[PASS] CALL RESOLVE mergeEntriesIntoDraft
[PASS] CALL RESOLVE mergeKitIntoDraft
[PASS] CALL RESOLVE migrateStorage
[PASS] CALL RESOLVE mutateContainerEntry
[PASS] CALL RESOLVE normalizeItemEntries
[PASS] CALL RESOLVE onInterfaceLoad
[PASS] CALL RESOLVE onInterfaceUnload
[PASS] CALL RESOLVE openCaptureDraft
[PASS] CALL RESOLVE openInterface
[PASS] CALL RESOLVE playUIFeedbackSound
[PASS] CALL RESOLVE playUIMovementSound
[PASS] CALL RESOLVE prepareCumulativeTestRun
[PASS] CALL RESOLVE presentLogicalMutationResult
[PASS] CALL RESOLVE presentUIResult
[PASS] CALL RESOLVE pushUIFeedback
[PASS] CALL RESOLVE refreshCatalogSelectionDetails
[PASS] CALL RESOLVE refreshCatalogWindowUI
[PASS] CALL RESOLVE refreshDraftMutationUI
[PASS] CALL RESOLVE refreshEquipmentViewUI
[PASS] CALL RESOLVE refreshInterface
[PASS] CALL RESOLVE refreshPhysicalMutationUI
[PASS] CALL RESOLVE refreshPhysicalTargetUI
[PASS] CALL RESOLVE releaseApplicationLock
[PASS] CALL RESOLVE removeDraftEntry
[PASS] CALL RESOLVE renameItemKit
[PASS] CALL RESOLVE requestDraftTransition
[PASS] CALL RESOLVE resetRuntimeForTests
[PASS] CALL RESOLVE resolveApplicationTarget
[PASS] CALL RESOLVE resolveCatalogItem
[PASS] CALL RESOLVE resolvePlayerContainer
[PASS] CALL RESOLVE resolveUIItemMetadata
[PASS] CALL RESOLVE restoreContainerSnapshot
[PASS] CALL RESOLVE restoreProductionRepositorySnapshot
[PASS] CALL RESOLVE rollbackApplication
[PASS] CALL RESOLVE runDelivery0_10CheckpointBTests
[PASS] CALL RESOLVE runDelivery0_10CheckpointCTests
[PASS] CALL RESOLVE runDelivery0_10CheckpointDTests
[PASS] CALL RESOLVE runDelivery0_10_0_7HotfixTests
[PASS] CALL RESOLVE runDelivery0_11CheckpointATests
[PASS] CALL RESOLVE runDelivery0_11CheckpointB5Tests
[PASS] CALL RESOLVE runDelivery0_11CheckpointB6Tests
[PASS] CALL RESOLVE runDelivery0_11CheckpointBTests
[PASS] CALL RESOLVE runDelivery0_9_3Tests
[PASS] CALL RESOLVE saveDraft
[PASS] CALL RESOLVE saveDraftAsNew
[PASS] CALL RESOLVE saveKit
[PASS] CALL RESOLVE saveStorage
[PASS] CALL RESOLVE scanVanillaInventorySounds
[PASS] CALL RESOLVE setDraftEntryQuantity
[PASS] CALL RESOLVE setDraftName
[PASS] CALL RESOLVE setDraftPreferredTarget
[PASS] CALL RESOLVE simulateApplicationEntries
[PASS] CALL RESOLVE validateApplicationPlan
[PASS] CALL RESOLVE validateItemEntryEnvironmental
[PASS] CALL RESOLVE validateItemEntrySemantic
[PASS] CALL RESOLVE validateItemEntryStructural
[PASS] CALL RESOLVE validateItemKitEnvironmental
[PASS] CALL RESOLVE validateItemKitSemantic
[PASS] CALL RESOLVE validateItemKitStructural
[PASS] CALL RESOLVE validateNexus
[PASS] CALL RESOLVE validateStorageSemantic
[PASS] CALL RESOLVE validateStorageStructural
[PASS] EVENT EQUIPMENT VIEW FOCUSED
[PASS] EVENT CATALOG CATEGORY FOCUSED
[PASS] EVENT CATALOG SEARCH FOCUSED
[PASS] EVENT CATALOG PAGE FOCUSED
[PASS] CAT WINDOW NO fnc_getCatalog — getCatalogCategories is allowed; direct getCatalog call absent.
[PASS] CAT WINDOW NO fnc_filterCatalog
[PASS] CAT WINDOW NO fnc_listKits
[PASS] CAT WINDOW NO fnc_getDraftState
[PASS] CAT WINDOW NO fnc_capturePlayerContainer
[PASS] CAT WINDOW NO fnc_refreshInterface
[PASS] CAT WINDOW NO saveProfileNamespace
[PASS] CAT WINDOW NO fnc_saveStorage
[PASS] CAT WINDOW DIRECT CACHE
[PASS] CAT WINDOW PROJECTION
[PASS] CAT WINDOW COPIES WINDOW ONLY
[PASS] EQUIP SAME VIEW SKIPS CAPTURE
[PASS] EQUIP PERF LOG
[PASS] EQUIP NO fnc_getCatalog
[PASS] EQUIP NO fnc_filterCatalog
[PASS] EQUIP NO fnc_listKits
[PASS] EQUIP NO fnc_refreshInterface
[PASS] EQUIP NO saveProfileNamespace
[PASS] CAT PERF LOG
[PASS] CAT REFRESH NO fnc_capturePlayerContainer
[PASS] CAT REFRESH NO fnc_listKits
[PASS] CAT REFRESH NO fnc_refreshInterface
[PASS] CAT REFRESH NO saveProfileNamespace
[PASS] VERSION 0.11 CP-B.6
[PASS] VERSION 0.11.0.8
[PASS] VERSION 0.11.0.8-cp-b6-focused-equipment-catalog-performance
[PASS] VERSION CP_B_6_GATE_COUNT 8
[PASS] VERSION CP_B_6_CUMULATIVE_GATE_COUNT 436
[PASS] GATE 429 UNIQUE
[PASS] GATE 430 UNIQUE
[PASS] GATE 431 UNIQUE
[PASS] GATE 432 UNIQUE
[PASS] GATE 433 UNIQUE
[PASS] GATE 434 UNIQUE
[PASS] GATE 435 UNIQUE
[PASS] GATE 436 UNIQUE
[PASS] RUNNER BASE B5
[PASS] RUNNER EXPECT 436
[PASS] NO NIL ServoPeregrino_Organizador_Items/functions/ui/fn_getUICatalogWindow.sqf
[PASS] NO NIL ServoPeregrino_Organizador_Items/functions/ui/fn_refreshCatalogWindowUI.sqf
[PASS] NO NIL ServoPeregrino_Organizador_Items/functions/ui/fn_refreshEquipmentViewUI.sqf
[PASS] NO NIL ServoPeregrino_Organizador_Items/functions/tests/fn_runDelivery0_11CheckpointB6Tests.sqf
[PASS] DOC README_0_11_CP_B_6.txt
[PASS] DOC INSTRUCOES_TESTE_0_11_CP_B_6.md
[PASS] DOC SP_ORG_0_11_CP_B_6_PERFORMANCE.md
[PASS] DOC DELTA_0_11_CP_B_6_VS_CP_B_5.txt
[PASS] DOC BASELINE_0_11_CP_B_5_SOURCE_SHA256.txt
[PASS] DOC SP_ORG_0_11_ROADMAP.md
